run_key,scenario,family,model,axis,bin,n,rel_l2_h_mean,rel_l2_h_median,rel_l2_c_mean,rel_l2_c_median,bt_mae_hours,n_bt
regshift_ood_peak_s123,ood_peak,regshift_bounded,m1,q_top_peak,p90_p95,36,0.23577198948223613,0.20762984800709505,0.1077299986984465,0.07283714564520713,2.9375,32
regshift_ood_peak_s123,ood_peak,regshift_bounded,m1,q_top_peak,p95_p98,25,0.2513272449218576,0.25494196526250795,0.1221960152556376,0.09072418435833685,7.619047619047619,21
regshift_ood_peak_s123,ood_peak,regshift_bounded,m1,q_top_peak,p98_p100,14,0.26147159751358073,0.22225358505119464,0.13054628007211083,0.08278490464419597,4.833333333333333,12
regshift_ood_peak_s123,ood_peak,regshift_bounded,m1,q_top_peak_time,p00_p90,53,0.2472429672353543,0.227896403158082,0.11196893227852914,0.0784890483148594,4.8936170212765955,47
regshift_ood_peak_s123,ood_peak,regshift_bounded,m1,q_top_peak_time,p98_p100,22,0.24216808391469516,0.21084244669640917,0.1284761293082964,0.08408775866276108,4.555555555555555,18
regshift_ood_peak_s123,ood_peak,regshift_bounded,m2_data,q_top_peak,p90_p95,36,0.24672196654743025,0.24113842768478497,0.10496767114664028,0.06660022320714445,2.90625,32
regshift_ood_peak_s123,ood_peak,regshift_bounded,m2_data,q_top_peak,p95_p98,25,0.25826145202886863,0.24577205011721,0.1191481708198317,0.08868156017019244,5.714285714285714,21
regshift_ood_peak_s123,ood_peak,regshift_bounded,m2_data,q_top_peak,p98_p100,14,0.2754382601296546,0.23862394226497757,0.13107441352214386,0.09132283201958358,5.25,12
regshift_ood_peak_s123,ood_peak,regshift_bounded,m2_data,q_top_peak_time,p00_p90,53,0.25695473006377767,0.25639771232563124,0.10867695569715001,0.07884473884814353,3.872340425531915,47
regshift_ood_peak_s123,ood_peak,regshift_bounded,m2_data,q_top_peak_time,p98_p100,22,0.2534573656756434,0.2237894461991105,0.12875925314254127,0.08377946119968625,5.222222222222222,18
regshift_ood_peak_s456,ood_peak,regshift_bounded,m1,q_top_peak,p90_p95,36,0.20545531461222416,0.1932530638125001,0.07661777518227426,0.061230239779235446,3.21875,32
regshift_ood_peak_s456,ood_peak,regshift_bounded,m1,q_top_peak,p95_p98,25,0.2338863335562619,0.2169990962958226,0.10272310076625982,0.07465602129639513,7.142857142857143,21
regshift_ood_peak_s456,ood_peak,regshift_bounded,m1,q_top_peak,p98_p100,14,0.25555266254662606,0.21915782064157616,0.10141862810604182,0.07886364349607226,2.25,12
regshift_ood_peak_s456,ood_peak,regshift_bounded,m1,q_top_peak_time,p00_p90,53,0.22476174529724433,0.2071105079934724,0.08701244482568517,0.0664392330749524,4.553191489361702,47
regshift_ood_peak_s456,ood_peak,regshift_bounded,m1,q_top_peak_time,p98_p100,22,0.22313247453842863,0.20771298153668236,0.09702357470189277,0.06860117283672124,3.6666666666666665,18
regshift_ood_peak_s456,ood_peak,regshift_bounded,m2_data,q_top_peak,p90_p95,36,0.20161834597297731,0.19483121141842197,0.072005974020168,0.05258102938245729,2.34375,32
regshift_ood_peak_s456,ood_peak,regshift_bounded,m2_data,q_top_peak,p95_p98,25,0.22060600255341004,0.21616985336651903,0.09187667213391727,0.07598945522085629,7.333333333333333,21
regshift_ood_peak_s456,ood_peak,regshift_bounded,m2_data,q_top_peak,p98_p100,14,0.25669236841406323,0.25515145289741265,0.08849527731328187,0.0623385924970337,1.8333333333333333,12
regshift_ood_peak_s456,ood_peak,regshift_bounded,m2_data,q_top_peak_time,p00_p90,53,0.21577621821765752,0.2059763187037929,0.07673476951477494,0.06130311790658153,3.7872340425531914,47
regshift_ood_peak_s456,ood_peak,regshift_bounded,m2_data,q_top_peak_time,p98_p100,22,0.22413473232379397,0.2051570148108698,0.09368740755349339,0.07036903747137366,4.055555555555555,18
regshift_ood_time_s42,ood_peak_time,regshift_bounded,m1,q_top_peak,p00_p90,68,0.1852351597979688,0.17177667218715365,0.09909748583425664,0.061383660839778094,3.1724137931034484,58
regshift_ood_time_s42,ood_peak_time,regshift_bounded,m1,q_top_peak,p90_p95,2,0.18211633841131525,0.18211633841131525,0.03598642658867233,0.03598642658867233,0.0,2
regshift_ood_time_s42,ood_peak_time,regshift_bounded,m1,q_top_peak,p95_p98,4,0.1828298270140206,0.20317732290626442,0.10137546454055144,0.06898604987784178,2.3333333333333335,3
regshift_ood_time_s42,ood_peak_time,regshift_bounded,m1,q_top_peak,p98_p100,2,0.19132000577089608,0.19132000577089608,0.07141315865697598,0.07141315865697598,2.5,2
regshift_ood_time_s42,ood_peak_time,regshift_bounded,m1,q_top_peak_time,p98_p100,76,0.18518661661424188,0.17470421545341797,0.09682802717609149,0.061383660839778094,3.0153846153846153,65
regshift_ood_time_s42,ood_peak_time,regshift_bounded,m2_data,q_top_peak,p00_p90,68,0.1797089722026381,0.17834922810963785,0.08968369772627537,0.05811620488755553,3.3684210526315788,57
regshift_ood_time_s42,ood_peak_time,regshift_bounded,m2_data,q_top_peak,p90_p95,2,0.1648178353495865,0.1648178353495865,0.03597853118139244,0.03597853118139244,1.0,2
